Danh mục,Thương hiệu,Tên sản phẩm,Phân loại,Giá bán,Giá cũ,Tồn kho,Link ảnh,Mô tả sản phẩm
Makeup,Romand,Zero Matte Lipstick,Dusty Pink,220.000 đ,280.000 đ,22.0,https://product.hstatic.net/1000006063/product/lipstick_7_c4f580a83d9649be9bbbe6d64c0d8c46_1024x1024.webp,"Zero Matte Lipstick chính hãng Romand giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Clio,Sharp So Simple Pencil Liner,Brown,180.000 đ,240.000 đ,24.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS400R4uxlz55TqY5cQmBo2sTVuqgNIslSYhsYgtEph-xccXNzYBysFk8CyxJn1v9z9YPcdqErmjpXvVOnqTXWZuOflkYaH4UL7SzZA96-UDnOJPzG_tkgB2WD0GU78YAZKXKNdaKs&usqp=CAc,"Sharp So Simple Pencil Liner chính hãng Clio giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Peripera,Speedy Skinny Brow,Gray Brown,120.000 đ,180.000 đ,30.0,https://down-vn.img.susercontent.com/file/sg-11134201-822xl-mo9zj20skfm655.webp,"Speedy Skinny Brow chính hãng Peripera giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,The Saem,Eco Soul Contour Palette,1,220.000 đ,280.000 đ,18.0,https://img.hwahae.co.kr/products/1775875/1775875_20220801000000.webp,"Eco Soul Contour Palette chính hãng The Saem giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Holika Holika,Piece Matching Shadow,BE02,120.000 đ,180.000 đ,26.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-ljo1v44gisqqe7,"Piece Matching Shadow chính hãng Holika Holika giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,3CE,Plumping Lips,Light Coral,350.000 đ,450.000 đ,12.0,https://product.hstatic.net/200000714339/product/3ce_pumping_lips__1__23b5bf8afa9242e5b61839bcc19abae1_1024x1024.webp,"Plumping Lips chính hãng 3CE giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Too Faced,Lip Injection Extreme,Clear,850.000 đ,980.000 đ,8.0,https://down-vn.img.susercontent.com/file/sg-11134201-81zvi-midie99w9xxd0a@resize_w900_nl.webp,"Lip Injection Extreme chính hãng Too Faced giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Makeup,Romand,Better Than Eyes,Dry Rose,320.000 đ,420.000 đ,18.0,https://down-vn.img.susercontent.com/file/sg-11134201-820nc-mnu8247qzqpv25.webp,"Better Than Eyes chính hãng Romand giúp tôn lên những đường nét thanh tú và vẻ đẹp tự nhiên của bạn. Với chất lượng vượt trội, kết cấu mỏng mịn và độ bám tốt, đây là món đồ không thể thiếu trong bộ sưu tập trang điểm của các tín đồ làm đẹp."
Body Care,Dove,Sữa Tắm Deeply Nourishing,530g,180.000 đ,240.000 đ,35.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb6k5kh3jbvbde.webp,"Dòng sản phẩm Sữa Tắm Deeply Nourishing của Dove giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Dove,Sữa Tắm Go Fresh,530g,180.000 đ,240.000 đ,32.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ras8-mas9fhy45ionb3.webp,"Dòng sản phẩm Sữa Tắm Go Fresh của Dove giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Dove,Kem Dưỡng Thể Nourishing Secrets,400ml,220.000 đ,280.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ra0g-m7t46d0uktv75b@resize_w900_nl.webp,"Dòng sản phẩm Kem Dưỡng Thể Nourishing Secrets của Dove giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Nivea,Sữa Dưỡng Thể Extra White,350ml,180.000 đ,240.000 đ,30.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo56zxlakagzbd.webp,"Dòng sản phẩm Sữa Dưỡng Thể Extra White của Nivea giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Nivea,Sữa Dưỡng Thể Ban Đêm,350ml,180.000 đ,240.000 đ,28.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo55ect9ltz936.webp,"Dòng sản phẩm Sữa Dưỡng Thể Ban Đêm của Nivea giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Nivea,Lăn Khử Mùi Pearl Beauty,50ml,120.000 đ,180.000 đ,40.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnjodv08oz5x6d.webp,"Dòng sản phẩm Lăn Khử Mùi Pearl Beauty của Nivea giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Vaseline,Body Lotion Healthy Bright,350ml,180.000 đ,240.000 đ,36.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mg62hyqea3v2b9.webp,"Dòng sản phẩm Body Lotion Healthy Bright của Vaseline giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Vaseline,Body Lotion Gluta Hya,330ml,220.000 đ,280.000 đ,28.0,https://down-vn.img.susercontent.com/file/https%3A%2F%2Fmms.img.susercontent.com%2Fsg-11134301-81zvy-mmzrlnkkgsg143.webp,"Dòng sản phẩm Body Lotion Gluta Hya của Vaseline giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Vaseline,Kem Dưỡng Tay Healthy Hands,75ml,90.000 đ,140.000 đ,45.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8atjq8yxw935a.webp,"Dòng sản phẩm Kem Dưỡng Tay Healthy Hands của Vaseline giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,St.Ives,Tẩy Da Chết Apricot,170g,180.000 đ,240.000 đ,30.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mejppfkmfojm21.webp,"Dòng sản phẩm Tẩy Da Chết Apricot của St.Ives giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,St.Ives,Tẩy Da Chết Oatmeal,170g,180.000 đ,240.000 đ,28.0,https://images.depxinh.net/products/2019/3/6205/default/st.ives-yen-mach-nen.webp,"Dòng sản phẩm Tẩy Da Chết Oatmeal của St.Ives giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Cocoon,Tẩy Da Chết Cà Phê Đắk Lắk,200ml,180.000 đ,240.000 đ,25.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTl7L-PvxL0aHrjRznLFISxWSft7ynAURylQ_827vS389hBC16UcHwGJwbYDKLyzstIbY3wbL1yEneg98_qrAdosR-yihoCSSBwOYcz20G4_J7ZiQ1XP3fimYjvE6jiSWH4GvWuLQ&usqp=CAc,"Dòng sản phẩm Tẩy Da Chết Cà Phê Đắk Lắk của Cocoon giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Cocoon,Kem Dưỡng Body Bí Đao,200ml,220.000 đ,280.000 đ,18.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRP7buKp1N0X0dyz1AkBKFRZ6WdRNu9h01dbdXDdLy5QisXUkPFKRtD076YnODE22Fihw2iY1Pggj5WulOmsVGEQiUA1hud1uN4CVpNjNngXONU0BPoNLtxh-l_eDyhJ97hM8jG8A&usqp=CAc,"Dòng sản phẩm Kem Dưỡng Body Bí Đao của Cocoon giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Butter Shea,200ml,520.000 đ,620.000 đ,12.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTwBzdv33bw-xjix5aLpr-vga2CbboAvFwFiCS0ojfwLMFyfrcow1dFssx2edR9kjePXHBS7ihnekCchdZAhkfAsmwt4mu-eQ6T5jXHbFHrhCZU9-7ymKDYMThIfWQPdYOTquHQFcg2&usqp=CAc,"Dòng sản phẩm Body Butter Shea của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Butter Strawberry,200ml,520.000 đ,620.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mliynnv0tfk058.webp,"Dòng sản phẩm Body Butter Strawberry của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Mist White Musk,100ml,620.000 đ,720.000 đ,15.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lu3gbob32kgv32.webp,"Dòng sản phẩm Body Mist White Musk của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Victoria's Secret,Body Mist Pure Seduction,250ml,420.000 đ,520.000 đ,18.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmivjtfipzwhae.webp,"Dòng sản phẩm Body Mist Pure Seduction của Victoria's Secret giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Victoria's Secret,Body Mist Velvet Petals,250ml,420.000 đ,520.000 đ,16.0,https://down-vn.img.susercontent.com/file/sg-11134201-81ztc-mmltavof59u742.webp,"Dòng sản phẩm Body Mist Velvet Petals của Victoria's Secret giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Bath & Body Works,Body Mist Into The Night,236ml,450.000 đ,550.000 đ,14.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-miv63l0gdvczbe.webp,"Dòng sản phẩm Body Mist Into The Night của Bath & Body Works giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Bath & Body Works,Body Lotion Japanese Cherry Blossom,236ml,420.000 đ,520.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6uhk795ne4837.webp,"Dòng sản phẩm Body Lotion Japanese Cherry Blossom của Bath & Body Works giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Old Spice,Lăn Khử Mùi Swagger,85g,180.000 đ,240.000 đ,22.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mljjg78gsmbkbd.webp,"Dòng sản phẩm Lăn Khử Mùi Swagger của Old Spice giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Old Spice,Sáp Khử Mùi Bearglove,85g,180.000 đ,240.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-macn9oqj54g1b0.webp,"Dòng sản phẩm Sáp Khử Mùi Bearglove của Old Spice giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Rexona,Lăn Khử Mùi Invisible Dry,50ml,90.000 đ,140.000 đ,35.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mis260n48tmof2.webp,"Dòng sản phẩm Lăn Khử Mùi Invisible Dry của Rexona giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Rexona,Xịt Khử Mùi Shower Clean,150ml,120.000 đ,180.000 đ,32.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ra0g-m7fvo8sdlmpffa.webp,"Dòng sản phẩm Xịt Khử Mùi Shower Clean của Rexona giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Gillette,Gel Cạo Râu Series,200ml,180.000 đ,240.000 đ,18.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mimrvijdnkegc9.webp,"Dòng sản phẩm Gel Cạo Râu Series của Gillette giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Gillette,Fusion5 Shaving Foam,250ml,220.000 đ,280.000 đ,16.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmilvgoz17ns7a.webp,"Dòng sản phẩm Fusion5 Shaving Foam của Gillette giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Palmolive,Sữa Tắm Aroma Essence,500ml,150.000 đ,220.000 đ,26.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-ma14mpv2cemy6c.webp,"Dòng sản phẩm Sữa Tắm Aroma Essence của Palmolive giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Palmolive,Sữa Tắm Naturals,500ml,150.000 đ,220.000 đ,24.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ras8-mcrjc2m9l8rxf0.webp,"Dòng sản phẩm Sữa Tắm Naturals của Palmolive giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Lifebuoy,Sữa Tắm Detox,850g,180.000 đ,240.000 đ,30.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnz9t6cbvzeobf.webp,"Dòng sản phẩm Sữa Tắm Detox của Lifebuoy giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Lifebuoy,Sữa Tắm Matcha,850g,180.000 đ,240.000 đ,28.0,https://down-vn.img.susercontent.com/file/vn-11134258-81ztc-mmpn5o534ft15b,"Dòng sản phẩm Sữa Tắm Matcha của Lifebuoy giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Olay,Sữa Tắm Moisture Ribbons,650ml,220.000 đ,280.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lyktg0ekzrd9dd.webp,"Dòng sản phẩm Sữa Tắm Moisture Ribbons của Olay giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Olay,Body Wash Orchid,650ml,220.000 đ,280.000 đ,18.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgez39yeo0sv6b.webp,"Dòng sản phẩm Body Wash Orchid của Olay giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Neutrogena,Body Oil Light Sesame,250ml,320.000 đ,420.000 đ,15.0,https://down-vn.img.susercontent.com/file/3045c46c2e23fa3fe36fed546a13be22.webp,"Dòng sản phẩm Body Oil Light Sesame của Neutrogena giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Neutrogena,Kem Dưỡng Tay Norwegian,75ml,180.000 đ,240.000 đ,24.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgsidz6d98gaba.webp,"Dòng sản phẩm Kem Dưỡng Tay Norwegian của Neutrogena giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,CeraVe,SA Smoothing Cream,340g,520.000 đ,620.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm03jx4fa58l09.webp,"Dòng sản phẩm SA Smoothing Cream của CeraVe giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,CeraVe,Moisturizing Lotion,473ml,480.000 đ,580.000 đ,14.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcljef88ag4i98.webp,"Dòng sản phẩm Moisturizing Lotion của CeraVe giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Eucerin,Urea Repair Plus Lotion,400ml,450.000 đ,550.000 đ,15.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mikdrkbp4jd04b.webp,"Dòng sản phẩm Urea Repair Plus Lotion của Eucerin giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Eucerin,Ph5 Lotion,400ml,420.000 đ,520.000 đ,16.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lk2lay80tuyq06.webp,"Dòng sản phẩm Ph5 Lotion của Eucerin giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Aveeno,Daily Moisturizing Lotion,354ml,420.000 đ,520.000 đ,14.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9sbiornk0oee3.webp,"Dòng sản phẩm Daily Moisturizing Lotion của Aveeno giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Aveeno,Skin Relief Lotion,354ml,450.000 đ,550.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ra0g-m8q5nbp8965q9d.webp,"Dòng sản phẩm Skin Relief Lotion của Aveeno giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Senka,Perfect Bubble Body Wash,500ml,180.000 đ,240.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lpbsynzrc6ku77.webp,"Dòng sản phẩm Perfect Bubble Body Wash của Senka giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Nivea,Body Milk Nourishing,400ml,180.000 đ,240.000 đ,28.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mh4pah3hglxkb5.webp,"Dòng sản phẩm Body Milk Nourishing của Nivea giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Dove,Exfoliating Body Polish,220g,220.000 đ,280.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmkn46kul1cf78.webp,"Dòng sản phẩm Exfoliating Body Polish của Dove giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Some By Mi,AHA BHA Body Cleanser,400g,320.000 đ,420.000 đ,15.0,https://down-vn.img.susercontent.com/file/sg-11134207-7ra10-m5bik074s3f2f4.webp,"Dòng sản phẩm AHA BHA Body Cleanser của Some By Mi giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Cocoon,Tẩy Da Chết Đường Thốt Nốt,200ml,180.000 đ,240.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnhb5lpgu1oi4f.webp,"Dòng sản phẩm Tẩy Da Chết Đường Thốt Nốt của Cocoon giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Yogurt,200ml,420.000 đ,520.000 đ,21.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mee0ja0sgvlub3.webp,"Dòng sản phẩm Body Yogurt của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,L'Occitane,Shea Hand Cream,150ml,620.000 đ,720.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lnb89ftwfmctb2.webp,"Dòng sản phẩm Shea Hand Cream của L'Occitane giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,L'Occitane,Almond Shower Oil,250ml,850.000 đ,980.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjbic3sflqf74e.webp,"Dòng sản phẩm Almond Shower Oil của L'Occitane giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
